Ferocity	2	Ignore Pain	1	NULL
Ferocity	3	Fearsome War Cry	1	NULL
Ferocity	3	Berserker	1	NULL
Ferocity	3	Death Frenzy	1	NULL
Ferocity	3	Indignant Rampage	1	NULL
Fortitude	1	Hardy Constitution	1	Roll a d6 each time this model loses a wound.  On a 6+ that wound is not lost.   If a model already has an ability with a similar effect (such as Disgustingly Resilient), you can choose which effect applies, and re-roll 1s when making these rolls.
Fortitude	2	Indomitable	1	NULL
Fortitude	2	Hard to Kill	1	NULL
Fortitude	3	Feel No Pain	1	NULL
Fortitude	3	Unyielding Will	1	NULL
Fortitude	3	True Grit	1	NULL
Fortitude	3	Iron Constitution	1	NULL
Leadership	1	Symbol of Courage	1	As long as this model is on the battlefield and not shaken, subtract 1 from Nerve tests for friendly madels.
Leadership	2	Aura of Command	1	NULL
Leadership	2	Inspiring	1	NULL
Leadership	3	Master of War	1	NULL
Leadership	3	Heroic	1	NULL
Leadership	3	Grim Determination	1	NULL
Leadership	3	Tenacious	1	NULL
Logistics	1	Extra Armour	1	Ignore AP characteristics of -1 for attacks that target this madel.
Logistics	2	Quartermaster	1	NULL
Logistics	2	Armed to the Teeth	1	NULL
Logistics	3	Scavenger	1	NULL
Logistics	3	Master of Sabotage	1	NULL
Logistics	3	Master Artisan	1	NULL
Logistics	3	Rangefinder Scope	1	NULL
Melee	1	Expert Fighter	1	Add 1 to this model's Attacks characteristic.
Melee	2	Warrior Born	1	NULL
Melee	2	Swift Parry	1	NULL
Melee	3	Duellist	1	NULL
Melee	3	Precision Strike	1	NULL
Melee	3	Impenetrable Defence	1	NULL
Melee	3	Lightning Reflexes	1	NULL
Psyker	1	Student of the Arcane	1	Add 1 to this model's Psychic tests.
Psyker	2	Pyschic Onslaught	1	NULL
Psyker	2	Warp Drain	1	NULL
Psyker	3	Psionic Poetry	1	NULL
Psyker	3	Omniscience	1	NULL
Psyker	3	Protective Wards	1	NULL
Psyker	3	Witchbane	1	NULL
Shooting	1	Shootist	1	Re-roll hit rolls of 1 for this model when it makes a shooting attack.
Shooting	2	Trick-shooter	1	NULL
Shooting	2	Pistoleer	1	NULL
Shooting	3	Targetting Weak Spots	1	NULL
Shooting	3	Precision Strike	1	NULL
Shooting	3	Hip Shooter	1	NULL
Shooting	3	Long Bomb	1	NULL
Stealth	1	Steady Aim	1	This model always counts as Readied in the Shooting phase provided that it remained stationary or made a normal move of no more than half of its Move characteristic in the Movement phase of this battle round.
Stealth	2	Skulker	1	NULL
Stealth	2	Climber	1	NULL
Stealth	3	One with the Shadows	1	NULL
Stealth	3	Lurker	1	NULL
Stealth	3	Prowler	1	NULL
Stealth	3	Sure-footed	1	NULL
Strategist	1	Resourceful	1	As long as this model is on the battlefield and not shaken, you gain an additional Command Point at the beginning of the battle round.
Strategist	2	Advisor	1	NULL
Strategist	2	Feigned Retreat	1	NULL
Strategist	3	Counter-Strategist	1	NULL
Strategist	3	Master Tactician	1	NULL
Strategist	3	Famed Commander	1	NULL
Strategist	3	Mission-critical Mastermind	1	NULL
Strength	1	Muscular	1	Add 1 to this model's Strength characteristic.
Strength	2	Juggernaut	1	NULL
Strength	2	Brutal Strikes	1	NULL
Strength	3	Bull Charge	1	NULL
Strength	3	Sunderer	1	NULL
Strength	3	Devastating Power	1	NULL
Strength	3	Crusher	1	NULL
